image_path,image_name,species,body_part,view,source
/home/maria-luiza-duda/datasets/campylaspis/processed/glebulosa/images/glebulosa_dorsal_carapace.jpg,glebulosa_dorsal_carapace.jpg,glebulosa,carapace,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/glebulosa/images/glebulosa_lateral_body_female.jpg,glebulosa_lateral_body_female.jpg,glebulosa,whole_body,lateral,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/glebulosa/images/glebulosa_lateral_body_male.jpg,glebulosa_lateral_body_male.jpg,glebulosa,whole_body,lateral,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/glebulosa/images/glebulosa_mxpd3.jpg,glebulosa_mxpd3.jpg,glebulosa,unknown,unknown,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/glebulosa/images/glebulosa_p2.jpg,glebulosa_p2.jpg,glebulosa,pereopod_2,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/glebulosa/images/glebulosa_uropod.jpg,glebulosa_uropod.jpg,glebulosa,uropod,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/nuda/images/nuda_dorsal_carapace.jpg,nuda_dorsal_carapace.jpg,nuda,carapace,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/nuda/images/nuda_lateral_body_female.jpg,nuda_lateral_body_female.jpg,nuda,whole_body,lateral,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/nuda/images/nuda_lateral_body_male.jpg,nuda_lateral_body_male.jpg,nuda,whole_body,lateral,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/nuda/images/nuda_mxpd3.jpg,nuda_mxpd3.jpg,nuda,unknown,unknown,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/nuda/images/nuda_p2.jpg,nuda_p2.jpg,nuda,pereopod_2,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/nuda/images/nuda_uropod.jpg,nuda_uropod.jpg,nuda,uropod,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/pilosa/images/pilosa_dorsal_carapace.jpg,pilosa_dorsal_carapace.jpg,pilosa,carapace,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/pilosa/images/pilosa_lateral_body.jpg,pilosa_lateral_body.jpg,pilosa,whole_body,lateral,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/pilosa/images/pilosa_mxpd3.jpg,pilosa_mxpd3.jpg,pilosa,unknown,unknown,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/pilosa/images/pilosa_p2.jpg,pilosa_p2.jpg,pilosa,pereopod_2,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/pilosa/images/pilosa_uropod.jpg,pilosa_uropod.jpg,pilosa,uropod,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/plicata/images/plicata_dorsal_carapace.jpg,plicata_dorsal_carapace.jpg,plicata,carapace,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/plicata/images/plicata_lateral_body_female.jpg,plicata_lateral_body_female.jpg,plicata,whole_body,lateral,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/plicata/images/plicata_lateral_carapace_male.jpg,plicata_lateral_carapace_male.jpg,plicata,carapace,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/plicata/images/plicata_mxpd3.jpg,plicata_mxpd3.jpg,plicata,unknown,unknown,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/plicata/images/plicata_p2.jpg,plicata_p2.jpg,plicata,pereopod_2,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/plicata/images/plicata_uropod_female.jpg,plicata_uropod_female.jpg,plicata,uropod,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/plicata/images/plicata_uropod_male.jpg,plicata_uropod_male.jpg,plicata,uropod,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/redacta/images/redacta_dorsal_body.jpg,redacta_dorsal_body.jpg,redacta,whole_body,dorsal,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/redacta/images/redacta_lateral_body.jpg,redacta_lateral_body.jpg,redacta,whole_body,lateral,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/redacta/images/redacta_mxpd3.jpg,redacta_mxpd3.jpg,redacta,unknown,unknown,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/redacta/images/redacta_p2.jpg,redacta_p2.jpg,redacta,pereopod_2,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/spinosa/images/spinosa_dorsal_body.jpg,spinosa_dorsal_body.jpg,spinosa,whole_body,dorsal,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/spinosa/images/spinosa_lateral_body.jpg,spinosa_lateral_body.jpg,spinosa,whole_body,lateral,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/spinosa/images/spinosa_maxpd2.jpg,spinosa_maxpd2.jpg,spinosa,unknown,unknown,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/spinosa/images/spinosa_mxpd1.jpg,spinosa_mxpd1.jpg,spinosa,unknown,unknown,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/spinosa/images/spinosa_mxpd3.jpg,spinosa_mxpd3.jpg,spinosa,unknown,unknown,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/spinosa/images/spinosa_p1.jpg,spinosa_p1.jpg,spinosa,pereopod_1,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/spinosa/images/spinosa_p2.jpg,spinosa_p2.jpg,spinosa,pereopod_2,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/spinosa/images/spinosa_p3.jpg,spinosa_p3.jpg,spinosa,pereopod_3,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/spinosa/images/spinosa_p4.jpg,spinosa_p4.jpg,spinosa,pereopod_4,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/spinosa/images/spinosa_p5.jpg,spinosa_p5.jpg,spinosa,pereopod_5,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/spinosa/images/spinosa_uropod.jpg,spinosa_uropod.jpg,spinosa,uropod,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/submersa/images/submersa_dorsal_carapace.jpg,submersa_dorsal_carapace.jpg,submersa,carapace,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/submersa/images/submersa_lateral_body.jpg,submersa_lateral_body.jpg,submersa,whole_body,lateral,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/submersa/images/submersa_lateral_carapace.jpg,submersa_lateral_carapace.jpg,submersa,carapace,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/submersa/images/submersa_mxpd3.jpg,submersa_mxpd3.jpg,submersa,unknown,unknown,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/submersa/images/submersa_p2.jpg,submersa_p2.jpg,submersa,pereopod_2,isolated,illustration
/home/maria-luiza-duda/datasets/campylaspis/processed/submersa/images/submersa_uropod.jpg,submersa_uropod.jpg,submersa,uropod,isolated,illustration
